San Cristobal y Nieves,34667,35784,15281,22492,72831,81774,11140,15336,33470,55209,15415,27604,17399,27604,23003,27604,38879,46008,8585,9201,0,0,0,0,0,0,0,0,0,0,8797,9812,16107,19625,0,0,0,0
Antigua y Barbuda,72186,73212,84553,133073,308123,334733,53722,73715,50825,78381,64658,106869,104715,27604,21382,27604,46545,55209,37463,37259,20407,20037,35690,40146,17244,19989,0,0,0,0,17594,19625,0,0,0,0,0,0
Liberia (República de),26659,30058,4769,7156,12189,15029,19230,28627,22242,31420,6602,8403,17900,25660,16073,17107,15833,17107,15765,18403,8640,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal (República del),20256,22186,15245,21470,18968,22186,5205,7156,6856,9201,6636,9201,19034,27604,15018,18403,23674,27604,15630,18403,24546,27604,7338,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti (República de),41305,45087,9756,15029,24472,30058,20805,28627,10678,14313,22186,28593,29554,42940,12581,14313,36530,42940,47238,57254,39257,42940,36473,42940,27552,26611,0,0,0,0,0,0,0,0,0,0,0,0
Santa Lucía,0,0,5058,8179,21238,24435,5995,8076,6076,9397,6003,10138,0,0,7668,9201,15335,18403,0,0,0,0,0,0,0,0,0,0,0,0,8797,9812,0,0,0,0,0,0
San Vicente y Las Granadinas,13763,14313,22457,27690,41404,47746,0,0,16698,27604,15079,27323,0,0,7668,9201,7667,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada,6986,7156,12165,15336,21919,24529,0,0,11364,18403,0,0,0,0,7667,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camerún (República del),0,0,0,0,5666,7156,5152,7156,13307,18403,6973,9201,5998,9201,7312,9201,15968,18403,7355,9201,8640,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Países no identificados,0,0,0,0,57675,71568,97330,128609,116402,142354,9889,14313,0,0,66,2100,0,0,49500,52400,904,287,22427,15391,1326,464,2984,663,12214,8853,0,0,0,0,0,0,0,0
Afganistán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57384,70545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola (República Popular de),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77785,85870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkiha Faso,13182,14313,0,0,0,0,9859,14313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrein (Estado de),539649,601171,245534,367851,507899,631229,785510,1123617,355796,470917,444018,628367,126888,186076,0,0,337550,390170,273060,288035,274525,290376,338456,366312,288032,269335,256729,240474,55241,47044,22096,18817,21818,18580,98867,104927,32723,36002
Botswana (República de),454336,495966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, República Democrática del",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7888,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, República de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8050,9201,24785,27604,22841,27604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook ( Islas),68354,75044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica (Comunidad de ),0,0,0,0,0,0,0,0,6855,10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argelia (República Democrática Popular),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57876,62424,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad Europea,0,0,0,0,0,0,0,0,17475,9066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabón,0,0,0,0,0,0,5205,7156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadalupe (y depen. francesas en el Caribe,101882,105204,116126,159085,110248,138739,55077,71772,17818,27604,19773,27604,0,0,0,0,0,0,0,0,0,0,13781,9408,39162,26737,13758,9393,0,0,0,0,0,0,0,0,0,0
Guinea-Ecuatorial (República de),0,0,12456,15029,11683,14313,9381,14313,35416,47030,0,0,0,0,0,0,0,0,7409,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana Francesa,49338,51528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31919,28627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti (República de),6889,7156,4,14,9060,9504,8412,9504,31772,39913,10603,13683,18960,20243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17850,22619,0,0
Irak (República de ),3273779,3561803,1165474,1803479,2845199,3499675,2778970,3995973,2191059,3013626,1131119,1523784,0,0,0,0,0,0,13759,11975,0,0,116978,92600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35760,42940,35132,42531,25915,27619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camboya,201143,228429,170428,223328,521514,607987,456550,570328,183423,254116,324349,465450,189782,269300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16106,19626,0,0
República Democrática Popular Laos,40345,42940,11170,14305,37581,43630,24067,28627,9541,14313,27643,28627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxemburgo (gran Ducado),0,0,0,0,697955,670338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldavia,594455,653202,162575,240459,190337,238270,0,0,126864,185361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia,574847,372745,33011,27484,340823,230685,457053,266912,62820,81587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali (República de),6522,7156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta (República de),1024018,323836,245417,309173,507888,588902,409844,541011,328017,460693,295323,437365,42879,70545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myanmar, Unión de",0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,0,0,9938,15029,0,0,33476,42940,161083,229017,39737,57254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia (República Popular de),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14256,9408,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique (República Popular de),1769111,1809617,198763,275723,1738644,1556436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauricio (Estado de),33035,35784,39986,50813,65125,79440,10105,14313,29616,42940,0,0,0,0,0,0,0,0,0,0,39200,42940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13790,11790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria (República Federal de),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15643,18403,46792,55209,75477,83836,24222,27619,41328,39916,0,0,0,0,0,0,0,0,0,0,0,0
Nepal (República de),0,0,0,0,0,0,39745,56538,10241,14313,54422,70826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polinesia Francesa,50738,57654,32333,41083,61402,71286,67164,87108,72925,108246,0,0,0,0,0,0,0,0,0,0,21120,14995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isla Reunión,51653,58890,89979,113793,61704,73612,11054,14722,0,0,0,0,0,0,0,0,8121,9201,7983,9201,16872,18403,7333,9206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudán (República Democrática de),13334,14722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Islas Salomón,7994,8179,12570,16358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leona (República de),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8640,9201,16633,18403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname (República de),223730,221120,231356,266471,170165,186034,42056,53369,6113,9201,14440,27604,46007,55209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24532,29438,44604,58877,52038,68690,135120,178360
Swazilandia (Reino de),0,0,0,0,0,0,0,0,9819,14313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,17762,22186,5114,7156,9835,14313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siria, República Arabe de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289627,343526,259759,314592,24421,28218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,108351,114423,24805,31873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania (República Unida de),111328,120259,335009,526382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda (República de),0,0,75244,105204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbejistan,4825573,3125834,1921022,2413826,2126318,2570424,2461165,3292320,1207199,1566097,1312205,1734348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela (República de),332509,137796,421173,188143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147194,176631,67038,88001,49934,52057,59500,59143
Vanuatu,16191,16324,18870,24537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa Occidental,14323,13495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia (República Socialista Federativ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28936,24124,15926,13372,31684,26599
Zambia (República de),123481,135263,78523,120234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
